[22:47:28][HookEngine.c:45 in HookEngine_init] Loading HookEngine in C:\Users\Spl3en\Desktop\vagrantbox\treeofsavior\clienthooks\HooksOfSavior\HooksOfSavior\/NtHookEngine.dll ...
[22:47:28][HookEngine.c:29 in HookEngine_new] HookEngine initialized correctly.
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x00000002 | ItemLv = 000 | ClassName = <NoHat> | itemType = <Equip> | GroupName = <Armor> | classType = <None> | EqpType = <HAT> | AttackType = <None> | Attribute = <Melee> | Name = <@dicID_^*$ITEM_20150317_001550$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A01 | ItemLv = 65711296 | ClassName = <FARM47_4_SQ_010_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004081$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A02 | ItemLv = 65711296 | ClassName = <FARM47_4_SQ_040_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_001842$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A03 | ItemLv = 65711296 | ClassName = <FARM47_4_SQ_060_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004084$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A04 | ItemLv = 65711296 | ClassName = <FARM47_4_SQ_070_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004086$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A05 | ItemLv = 65711296 | ClassName = <FARM47_4_SQ_070_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004088$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A06 | ItemLv = 65711296 | ClassName = <FARM47_4_SQ_090_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150401_004503$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A07 | ItemLv = 65711296 | ClassName = <FARM47_4_SQ_090_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150401_004505$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A08 | ItemLv = 65711296 | ClassName = <FARM47_4_SQ_090_ITEM_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150401_004507$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A09 | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_010_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004096$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A0A | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_020_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004098$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A0B | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_020_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ETC_20150317_000712$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A0C | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_030_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004102$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A0D | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_040_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004104$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A0E | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_050_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150414_004740$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A0F | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_050_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150414_004740$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A10 | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_050_ITEM_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150414_004740$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A11 | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_050_ITEM_4> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004110$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A12 | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_050_ITEM_5> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004110$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A13 | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_050_ITEM_6> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004110$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A15 | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_030_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004114$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A16 | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_070_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004566$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A17 | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_010_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004117$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A18 | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_020_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004119$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A19 | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_030_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004121$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A1A | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_040_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004123$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A1B | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_030_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004125$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A1C | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_030_ITEM_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004127$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A1D | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_030_ITEM_4> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150414_004750$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A1E | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_050_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004568$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A1F | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_090_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004569$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A20 | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_090_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004135$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A21 | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_010_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004571$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A22 | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_020_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004573$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A23 | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_030_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$SKILL_20150317_001359$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A24 | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_030_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004142$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A25 | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_040_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_001750$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A26 | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_040_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004151$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A27 | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_040_ITEM_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004153$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A28 | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_040_ITEM_4> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150414_004755$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A29 | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_040_ITEM_5> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150414_004756$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A2A | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_040_ITEM_6> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004154$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A2B | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_050_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150401_004514$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A2C | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_060_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004580$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A2D | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_060_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150414_004759$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A2E | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_100_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004581$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A2F | ItemLv = 65711296 | ClassName = <FARM47_4_SQ_120_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004163$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A30 | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_100_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150323_004165$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A31 | ItemLv = 65711296 | ClassName = <FARM47_1_SQ_120_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$QUEST_LV_0200_20150323_004433$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A32 | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_080_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ETC_20150323_009882$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A33 | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_070_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004582$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A34 | ItemLv = 65711296 | ClassName = <ROKAS29_VACYS_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004586$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A35 | ItemLv = 65711296 | ClassName = <ROKAS29_VACYS_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004587$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A36 | ItemLv = 65711296 | ClassName = <ROKAS29_VACYS_ITEM_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150406_004588$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A37 | ItemLv = 65711296 | ClassName = <ROKAS29_VACYS_ITEM_4> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150511_005106$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A38 | ItemLv = 65711296 | ClassName = <FARM47_3_SQ_050_ITEM_11> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150414_004764$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A39 | ItemLv = 65711296 | ClassName = <PILGRIM50_ITEM_11> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150428_005072$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A3A | ItemLv = 65711296 | ClassName = <FARM47_2_SQ_070_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150414_004765$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A3B | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_010_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003183$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A3C | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_010_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005352$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A3D | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_030_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005354$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A3E | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_030_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005356$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A3F | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_030_ITEM_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005358$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A40 | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_040_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005360$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A41 | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_040_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005362$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A42 | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_040_ITEM_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005364$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A43 | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_050_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005366$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A44 | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_070_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005368$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A45 | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_080_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005370$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A46 | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_010_ITEM_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003422$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A47 | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_021_ITEM_1> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003422$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A48 | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_040_ITEM_4> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003422$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A49 | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_080_ITEM_2> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150317_003422$*^>
[22:47:51][main.c:248 in ItemTable__convertIESToIR] Seed = 0x000A1A4A | ItemLv = 65711296 | ClassName = <REMAINS37_1_SQ_080_ITEM_3> | itemType = <Quest> | GroupName = <Quest> | classType = <> | EqpType = <> | AttackType = <> | Attribute = <> | Name = <@dicID_^*$ITEM_20150714_005376$*^>
